speech_id,person_id,surname
2926074,9494,johnson
2926075,9494,johnson
2926076,34608,gianopoulos
2926077,9494,johnson
2926078,34610,casas-zamora
2926079,9494,johnson
2926080,34610,casas-zamora
2926081,9494,johnson
2926082,28926,wood
2926083,9494,johnson
2926084,28926,wood
2926085,9494,johnson
2926086,28926,wood
2926087,9494,johnson
2926088,9494,johnson
2926089,9494,johnson
2926090,9494,johnson
2926091,9494,johnson
2926092,9494,johnson
2926093,9494,johnson
2926094,34610,casas-zamora
2926095,34610,casas-zamora
2926096,34610,casas-zamora
2926097,34610,casas-zamora
2926098,28926,wood
2926099,34610,casas-zamora
2926100,34610,casas-zamora
2926101,9494,johnson
2926102,9494,johnson
2926103,9494,johnson
2926104,9494,johnson
2926105,9494,johnson
2926106,9494,johnson
2926107,9494,johnson
2926108,34608,gianopoulos
2926109,34608,gianopoulos
2926110,34608,gianopoulos
2926111,34608,gianopoulos
2926112,34610,casas-zamora
2926113,34610,casas-zamora
2926114,28926,wood
2926115,34610,casas-zamora
2926116,9494,johnson
2926117,28926,wood
2926118,34610,casas-zamora
2926119,34610,casas-zamora
2926120,34608,gianopoulos
2926121,34608,gianopoulos
2926122,9494,johnson
2926123,34608,gianopoulos
2926124,9494,johnson
2926125,34610,casas-zamora
2926126,9494,johnson
2926127,34608,gianopoulos
2926128,9494,johnson
2926129,34610,casas-zamora
2926130,9494,johnson
2926131,34610,casas-zamora
2926132,9494,johnson
2926133,28926,wood
2926134,9494,johnson
2926135,28926,wood
2926136,9494,johnson
2926137,9494,johnson
2926138,9494,johnson
2926139,28926,wood
2926140,9494,johnson
2926141,34610,casas-zamora
2926142,9494,johnson
2926143,9494,johnson
2926144,34610,casas-zamora
2926145,28926,wood
2926146,28926,wood
2926147,34610,casas-zamora
2926148,34610,casas-zamora
2926149,9494,johnson
2926150,34608,gianopoulos
2926151,34608,gianopoulos
2926152,9494,johnson
2926153,9494,johnson
2926154,28926,wood
2926155,9494,johnson
2926156,34610,casas-zamora
2926157,9494,johnson
2926158,9494,johnson
2926159,9494,johnson
2926160,34608,gianopoulos
2926161,9494,johnson
2926162,9494,johnson
2926163,9494,johnson
2926164,9494,johnson
2926165,9494,johnson
2926166,34611,ducey
2926167,20402,kerlikowske
2926168,34612,montgomery
2926169,9494,johnson
2926170,34611,ducey
2926171,9494,johnson
2926172,20402,kerlikowske
2926173,9494,johnson
2926174,20402,kerlikowske
2926175,9494,johnson
2926176,34611,ducey
2926177,9494,johnson
2926178,20402,kerlikowske
2926179,9494,johnson
2926180,20402,kerlikowske
2926181,9494,johnson
2926182,20402,kerlikowske
2926183,9494,johnson
2926184,34611,ducey
2926185,9494,johnson
2926186,34611,ducey
2926187,9494,johnson
2926188,20402,kerlikowske
2926189,20402,kerlikowske
2926190,20402,kerlikowske
2926191,20402,kerlikowske
2926192,34612,montgomery
2926193,34612,montgomery
2926194,34612,montgomery
2926195,20402,kerlikowske
2926196,34611,ducey
2926197,9494,johnson
2926198,9494,johnson
2926199,20402,kerlikowske
2926200,34611,ducey
2926201,34611,ducey
2926202,9494,johnson
2926203,20402,kerlikowske
2926204,9494,johnson
2926205,34612,montgomery
2926206,9494,johnson
2926207,34611,ducey
2926208,9494,johnson
2926209,20402,kerlikowske
2926210,9494,johnson
2926211,20402,kerlikowske
2926212,9494,johnson
2926213,34611,ducey
2926214,9494,johnson
2926215,34611,ducey
2926216,9494,johnson
2926217,34611,ducey
2926218,9494,johnson
2926219,9494,johnson
2926220,20402,kerlikowske
2926221,9494,johnson
2926222,20402,kerlikowske
2926223,9494,johnson
2926224,34612,montgomery
2926225,9494,johnson
2926226,34611,ducey
2926227,9494,johnson
2926228,34614,mertz
2926229,10260,taylor
2926230,9494,johnson
2926231,9494,johnson
2926232,9494,johnson
2926233,34614,mertz
2926234,9494,johnson
2926235,10260,taylor
2926236,9494,johnson
2926237,10260,taylor
2926238,9494,johnson
2926239,10260,taylor
2926240,9494,johnson
2926241,10260,taylor
2926242,9494,johnson
2926243,10260,taylor
2926244,9494,johnson
2926245,9494,johnson
2926246,9494,johnson
2926247,9494,johnson
2926248,9494,johnson
2926249,9494,johnson
2926250,34614,mertz
2926251,9494,johnson
2926252,9494,johnson
2926253,9494,johnson
2926254,9494,johnson
2926255,34614,mertz
2926256,9494,johnson
2926257,9494,johnson
2926258,9494,johnson
2926259,9494,johnson
2926260,9494,johnson
2926261,10260,taylor
2926262,9494,johnson
2926263,24982,johnson
2926264,2976,carper
2926265,24982,johnson
2926266,2976,carper
2926267,24982,johnson
2926268,2976,carper
2926269,24982,johnson
2926270,25403,hatchett
2926271,34615,redd
2926272,34616,shea
2926273,34617,firoved
2926274,34618,currie
2926275,24982,johnson
2926276,25403,hatchett
2926277,24982,johnson
2926278,34615,redd
2926279,24982,johnson
2926280,34615,redd
2926281,24982,johnson
2926282,34616,shea
2926283,24982,johnson
2926284,34617,firoved
2926285,24982,johnson
2926286,34618,currie
2926287,24982,johnson
2926288,34616,shea
2926289,24982,johnson
2926290,34616,shea
2926291,24982,johnson
2926292,34616,shea
2926293,24982,johnson
2926294,34616,shea
2926295,24982,johnson
2926296,34616,shea
2926297,24982,johnson
2926298,34616,shea
2926299,24982,johnson
2926300,34617,firoved
2926301,24982,johnson
2926302,34615,redd
2926303,24982,johnson
2926304,34615,redd
2926305,24982,johnson
2926306,34615,redd
2926307,24982,johnson
2926308,34615,redd
2926309,24982,johnson
2926310,34615,redd
2926311,24982,johnson
2926312,34615,redd
2926313,24982,johnson
2926314,34615,redd
2926315,24982,johnson
2926316,34615,redd
2926317,24982,johnson
2926318,34615,redd
2926319,24982,johnson
2926320,34615,redd
2926321,24982,johnson
2926322,34615,redd
2926323,24982,johnson
2926324,34615,redd
2926325,24982,johnson
2926326,24982,johnson
2926327,34615,redd
2926328,24982,johnson
2926329,34615,redd
2926330,24982,johnson
2926331,34615,redd
2926332,24982,johnson
2926333,34615,redd
2926334,24982,johnson
2926335,34615,redd
2926336,24982,johnson
2926337,25403,hatchett
2926338,24982,johnson
2926339,25403,hatchett
2926340,24982,johnson
2926341,25403,hatchett
2926342,34618,currie
2926343,2976,carper
2926344,34618,currie
2926345,2976,carper
2926346,34618,currie
2926347,2976,carper
2926348,25403,hatchett
2926349,2976,carper
2926350,25403,hatchett
2926351,2976,carper
2926352,34615,redd
2926353,2976,carper
2926354,30617,booker
2926355,25403,hatchett
2926356,30617,booker
2926357,25403,hatchett
2926358,30617,booker
2926359,34615,redd
2926360,30617,booker
2926361,34615,redd
2926362,30617,booker
2926363,34615,redd
2926364,30617,booker
2926365,34615,redd
2926366,30617,booker
2926367,34615,redd
2926368,30617,booker
2926369,2976,carper
2926370,20893,peters
2926371,25403,hatchett
2926372,20893,peters
2926373,34615,redd
2926374,20893,peters
2926375,34615,redd
2926376,20893,peters
2926377,34617,firoved
2926378,20893,peters
2926379,2976,carper
2926380,34058,ernst
2926381,34618,currie
2926382,34058,ernst
2926383,25403,hatchett
2926384,34058,ernst
2926385,34616,shea
2926386,34058,ernst
2926387,34617,firoved
2926388,34058,ernst
2926389,34615,redd
2926390,34058,ernst
2926391,2976,carper
2926392,34058,ernst
2926393,2976,carper
2926394,34058,ernst
2926395,2976,carper
2926396,99,portman
2926397,25403,hatchett
2926398,34615,redd
2926399,99,portman
2926400,2976,carper
2926401,34058,ernst
2926402,2976,carper
2926403,34058,ernst
2926404,2976,carper
2926405,34058,ernst
2926406,34616,shea
2926407,34058,ernst
2926408,34616,shea
2926409,34058,ernst
2926410,18403,mccaskill
2926411,34617,firoved
2926412,18403,mccaskill
2926413,34617,firoved
2926414,18403,mccaskill
2926415,25403,hatchett
2926416,18403,mccaskill
2926417,25403,hatchett
2926418,18403,mccaskill
2926419,25403,hatchett
2926420,18403,mccaskill
2926421,25403,hatchett
2926422,18403,mccaskill
2926423,24982,johnson
2926424,18403,mccaskill
2926425,25403,hatchett
2926426,24982,johnson
2926427,25403,hatchett
2926428,18403,mccaskill
2926429,25403,hatchett
2926430,18403,mccaskill
2926431,25403,hatchett
2926432,18403,mccaskill
2926433,25403,hatchett
2926434,18403,mccaskill
2926435,25403,hatchett
2926436,18403,mccaskill
2926437,24982,johnson
2926438,2976,carper
2926439,34616,shea
2926440,2976,carper
2926441,34615,redd
2926442,2976,carper
2926443,34615,redd
2926444,2976,carper
2926445,34615,redd
2926446,2976,carper
2926447,34615,redd
2926448,2976,carper
2926449,24982,johnson
2926450,34615,redd
2926451,24982,johnson
2926452,34615,redd
2926453,24982,johnson
2926454,25403,hatchett
2926455,24982,johnson
2926456,34615,redd
2926457,24982,johnson
2926458,34616,shea
2926459,24982,johnson
2926460,34617,firoved
2926461,24982,johnson
2926462,34618,currie
2926463,24982,johnson
2926464,25821,lankford
2926465,28513,mccabe
2926466,26005,rusco
2926467,25821,lankford
2926468,30657,heitkamp
2926469,25821,lankford
2926470,26005,rusco
2926471,25821,lankford
2926472,28513,mccabe
2926473,25821,lankford
2926474,34058,ernst
2926475,26005,rusco
2926476,34058,ernst
2926477,28513,mccabe
2926478,34058,ernst
2926479,25821,lankford
2926480,30657,heitkamp
2926481,25821,lankford
2926482,26005,rusco
2926483,30657,heitkamp
2926484,28513,mccabe
2926485,30657,heitkamp
2926486,26005,rusco
2926487,30657,heitkamp
2926488,26005,rusco
2926489,30657,heitkamp
2926490,26005,rusco
2926491,30657,heitkamp
2926492,26005,rusco
2926493,30657,heitkamp
2926494,25821,lankford
2926495,28513,mccabe
2926496,25821,lankford
2926497,28513,mccabe
2926498,25821,lankford
2926499,28513,mccabe
2926500,25821,lankford
2926501,28513,mccabe
2926502,25821,lankford
2926503,26005,rusco
2926504,25821,lankford
2926505,28513,mccabe
2926506,25821,lankford
2926507,28513,mccabe
2926508,25821,lankford
2926509,26005,rusco
2926510,25821,lankford
2926511,26005,rusco
2926512,25821,lankford
2926513,28513,mccabe
2926514,25821,lankford
2926515,30657,heitkamp
2926516,25821,lankford
2926517,30657,heitkamp
2926518,25821,lankford
2926519,30657,heitkamp
2926520,25821,lankford
2926521,26005,rusco
2926522,25821,lankford
2926523,26005,rusco
2926524,25821,lankford
2926525,28513,mccabe
2926526,25821,lankford
2926527,28513,mccabe
2926528,25821,lankford
2926529,28513,mccabe
2926530,25821,lankford
2926531,28513,mccabe
2926532,25821,lankford
2926533,28513,mccabe
2926534,25821,lankford
2926535,28513,mccabe
2926536,25821,lankford
2926537,28513,mccabe
2926538,25821,lankford
2926539,28513,mccabe
2926540,25821,lankford
2926541,30657,heitkamp
2926542,28513,mccabe
2926543,25821,lankford
2926544,30657,heitkamp
2926545,25821,lankford
2926546,28513,mccabe
2926547,25821,lankford
2926548,28513,mccabe
2926549,25821,lankford
2926550,28513,mccabe
2926551,25821,lankford
2926552,25821,lankford
2926553,28513,mccabe
2926554,25821,lankford
2926555,28513,mccabe
2926556,25821,lankford
2926557,30657,heitkamp
2926558,25821,lankford
2926559,25821,lankford
2926560,30657,heitkamp
2926561,25821,lankford
2926562,1482,dodaro
2926563,25821,lankford
2926564,1482,dodaro
2926565,31357,horowitz
2926566,34619,crumpacker
2926567,25821,lankford
2926568,1482,dodaro
2926569,25821,lankford
2926570,31357,horowitz
2926571,25821,lankford
2926572,34619,crumpacker
2926573,25821,lankford
2926574,18392,tester
2926575,1482,dodaro
2926576,18392,tester
2926577,34619,crumpacker
2926578,18392,tester
2926579,1482,dodaro
2926580,18392,tester
2926581,1482,dodaro
2926582,18392,tester
2926583,1482,dodaro
2926584,18392,tester
2926585,1482,dodaro
2926586,18392,tester
2926587,1482,dodaro
2926588,18392,tester
2926589,1482,dodaro
2926590,18392,tester
2926591,31357,horowitz
2926592,18392,tester
2926593,1482,dodaro
2926594,18392,tester
2926595,31357,horowitz
2926596,18392,tester
2926597,31357,horowitz
2926598,18392,tester
2926599,1482,dodaro
2926600,18392,tester
2926601,1482,dodaro
2926602,18392,tester
2926603,1482,dodaro
2926604,18392,tester
2926605,31357,horowitz
2926606,18392,tester
2926607,31357,horowitz
2926608,18392,tester
2926609,1482,dodaro
2926610,18392,tester
2926611,1482,dodaro
2926612,18392,tester
2926613,1482,dodaro
2926614,18392,tester
2926615,1482,dodaro
2926616,18392,tester
2926617,1482,dodaro
2926618,18392,tester
2926619,1482,dodaro
2926620,18392,tester
2926621,25821,lankford
2926622,1482,dodaro
2926623,25821,lankford
2926624,1482,dodaro
2926625,25821,lankford
2926626,34058,ernst
2926627,1482,dodaro
2926628,34058,ernst
2926629,1482,dodaro
2926630,34058,ernst
2926631,1482,dodaro
2926632,34058,ernst
2926633,1482,dodaro
2926634,34058,ernst
2926635,25821,lankford
2926636,30657,heitkamp
2926637,1482,dodaro
2926638,30657,heitkamp
2926639,1482,dodaro
2926640,30657,heitkamp
2926641,1482,dodaro
2926642,30657,heitkamp
2926643,31357,horowitz
2926644,30657,heitkamp
2926645,31357,horowitz
2926646,30657,heitkamp
2926647,34619,crumpacker
2926648,30657,heitkamp
2926649,25821,lankford
2926650,1482,dodaro
2926651,25821,lankford
2926652,1482,dodaro
2926653,25821,lankford
2926654,31357,horowitz
2926655,30657,heitkamp
2926656,34619,crumpacker
2926657,30657,heitkamp
2926658,34619,crumpacker
2926659,30657,heitkamp
2926660,1482,dodaro
2926661,25821,lankford
2926662,1482,dodaro
2926663,25821,lankford
2926664,34619,crumpacker
2926665,25821,lankford
2926666,34619,crumpacker
2926667,25821,lankford
2926668,34619,crumpacker
2926669,25821,lankford
2926670,34619,crumpacker
2926671,25821,lankford
2926672,34619,crumpacker
2926673,25821,lankford
2926674,34619,crumpacker
2926675,25821,lankford
2926676,34619,crumpacker
2926677,25821,lankford
2926678,31357,horowitz
2926679,25821,lankford
2926680,99,portman
2926681,1482,dodaro
2926682,99,portman
2926683,1482,dodaro
2926684,99,portman
2926685,1482,dodaro
2926686,99,portman
2926687,34619,crumpacker
2926688,99,portman
2926689,34619,crumpacker
2926690,99,portman
2926691,31357,horowitz
2926692,99,portman
2926693,31357,horowitz
2926694,99,portman
2926695,31357,horowitz
2926696,99,portman
2926697,31357,horowitz
2926698,99,portman
2926699,1482,dodaro
2926700,99,portman
2926701,1482,dodaro
2926702,99,portman
2926703,1482,dodaro
2926704,99,portman
2926705,30657,heitkamp
2926706,1482,dodaro
2926707,30657,heitkamp
2926708,1482,dodaro
2926709,30657,heitkamp
2926710,1482,dodaro
2926711,25821,lankford
2926712,1482,dodaro
2926713,25821,lankford
2926714,1482,dodaro
2926715,99,portman
2926716,1482,dodaro
2926717,99,portman
2926718,1482,dodaro
2926719,99,portman
2926720,1482,dodaro
2926721,99,portman
2926722,25821,lankford
2926723,31357,horowitz
2926724,25821,lankford
2926725,31357,horowitz
2926726,25821,lankford
2926727,31357,horowitz
2926728,25821,lankford
2926729,31357,horowitz
2926730,25821,lankford
2926731,30657,heitkamp
2926732,1482,dodaro
2926733,30657,heitkamp
2926734,31357,horowitz
2926735,30657,heitkamp
2926736,31357,horowitz
2926737,1482,dodaro
2926738,30657,heitkamp
2926739,1482,dodaro
2926740,30657,heitkamp
2926741,1482,dodaro
2926742,30657,heitkamp
2926743,25821,lankford
2926744,31357,horowitz
2926745,25821,lankford
2926746,31357,horowitz
2926747,25821,lankford
2926748,31357,horowitz
2926749,30657,heitkamp
2926750,1482,dodaro
2926751,25821,lankford
2926752,30657,heitkamp
2926753,1482,dodaro
2926754,25821,lankford
2926755,25821,lankford
2926756,30657,heitkamp
2926757,25821,lankford
2926758,34624,barab
2926759,34625,shinkman
2926760,25821,lankford
2926761,34624,barab
2926762,25821,lankford
2926763,34625,shinkman
2926764,25821,lankford
2926765,20893,peters
2926766,34625,shinkman
2926767,20893,peters
2926768,34625,shinkman
2926769,20893,peters
2926770,34625,shinkman
2926771,20893,peters
2926772,25821,lankford
2926773,99,portman
2926774,34625,shinkman
2926775,99,portman
2926776,34624,barab
2926777,99,portman
2926778,99,portman
2926779,34624,barab
2926780,99,portman
2926781,25821,lankford
2926782,34625,shinkman
2926783,99,portman
2926784,99,portman
2926785,34058,ernst
2926786,34625,shinkman
2926787,34058,ernst
2926788,34625,shinkman
2926789,34058,ernst
2926790,34625,shinkman
2926791,34058,ernst
2926792,34625,shinkman
2926793,34058,ernst
2926794,34625,shinkman
2926795,34058,ernst
2926796,34058,ernst
2926797,34625,shinkman
2926798,34058,ernst
2926799,25821,lankford
2926800,30657,heitkamp
2926801,34624,barab
2926802,30657,heitkamp
2926803,34624,barab
2926804,30657,heitkamp
2926805,34624,barab
2926806,30657,heitkamp
2926807,34624,barab
2926808,30657,heitkamp
2926809,34624,barab
2926810,30657,heitkamp
2926811,34624,barab
2926812,30657,heitkamp
2926813,34625,shinkman
2926814,30657,heitkamp
2926815,34625,shinkman
2926816,30657,heitkamp
2926817,34624,barab
2926818,30657,heitkamp
2926819,34624,barab
2926820,30657,heitkamp
2926821,30657,heitkamp
2926822,34624,barab
2926823,30657,heitkamp
2926824,34624,barab
2926825,25821,lankford
2926826,34625,shinkman
2926827,25821,lankford
2926828,34625,shinkman
2926829,25821,lankford
2926830,34625,shinkman
2926831,25821,lankford
2926832,34625,shinkman
2926833,25821,lankford
2926834,34625,shinkman
2926835,25821,lankford
2926836,34625,shinkman
2926837,25821,lankford
2926838,34624,barab
2926839,25821,lankford
2926840,34624,barab
2926841,25821,lankford
2926842,34625,shinkman
2926843,25821,lankford
2926844,34625,shinkman
2926845,25821,lankford
2926846,34625,shinkman
2926847,34625,shinkman
2926848,25821,lankford
2926849,34625,shinkman
2926850,34625,shinkman
2926851,25821,lankford
2926852,34624,barab
2926853,25821,lankford
2926854,34624,barab
2926855,25821,lankford
2926856,34624,barab
2926857,34624,barab
2926858,25821,lankford
2926859,34624,barab
2926860,25821,lankford
2926861,25821,lankford
2926862,34624,barab
2926863,25821,lankford
2926864,34624,barab
2926865,30657,heitkamp
2926866,34624,barab
2926867,30657,heitkamp
2926868,30657,heitkamp
2926869,34624,barab
2926870,34624,barab
2926871,30657,heitkamp
2926872,34624,barab
2926873,30657,heitkamp
2926874,25821,lankford
2926875,34624,barab
2926876,25821,lankford
2926877,34624,barab
2926878,34624,barab
2926879,25821,lankford
2926880,34624,barab
2926881,25821,lankford
2926882,34625,shinkman
2926883,25821,lankford
2926884,34625,shinkman
2926885,25821,lankford
2926886,34625,shinkman
2926887,25821,lankford
2926888,34625,shinkman
2926889,25821,lankford
2926890,34625,shinkman
2926891,25821,lankford
2926892,34625,shinkman
2926893,25821,lankford
2926894,34625,shinkman
2926895,25821,lankford
2926896,34625,shinkman
2926897,25821,lankford
2926898,34625,shinkman
2926899,25821,lankford
2926900,34625,shinkman
2926901,25821,lankford
2926902,34625,shinkman
2926903,25821,lankford
